Column1;Column2;Column3;Column4
OEO_00140125;delivery interval;A time span is a quantity value indicating the duration of a one-dimensional temporal region, measured in a time unit.;
OEO_00140126;planned availability;"Planned availability is a quality that describes the amount of time a power plant is planned to be operational per year.






Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00140127;fraction value;A relational quantity value is a quantity value that quantifies two or more quantities in relation to each other.;
OEO_00140128;block size;Declared net capacity is a power capacity stating the maximum power a power generating unit or a power plant can deliver to the electrical grid. It equals the sum of the rated powers of all plant generators minus all power used internally within the plant.;
OEO_00140129;unplanned availability;"Unplanned availability is a quality that describes the amount of time a power plant is planned to be operational per year, but is not operation.






Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00140130;power plant operator;Agent is a role of a person or organisation that directs its activity towards achieving goals.;
OEO_00140131;conventional trader;A trader is a market participant that engages in the transfer of financial assets in any financial market on behalf of a client or a financial services provider.;
OEO_00140133;renewable energy share;A process attribute is a dependent occurrent that existentially depends on a process.;
OEO_00140134;hydrogen fuel cell;A fuel cell is a generator that converts chemical energy into electricity using redox reactions.;
OEO_00140135;natural gas turbine;A gas turbine is a turbine that participates in a gas turbine process. It is also called combustion turbine.;
OEO_00140136;dispatch assignment;"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.
        
Editor note:
        2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.
        
Editor note:
        2014-03-31: A plan specification can have other parts, such as conditional specifications.
        
Editor note:
        2022-01-16 Updated definition to that proposed by Clint Dowloand, IAO Issue 231.
        
Editor note:
        Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved";
OEO_00140137;power plant portfolio;"A generically dependent continuant that is about some thing.
        
Editor note:
        2014-03-10: The use of ""thing"" is intended to be general enough to include universals and configurations (see https://groups.google.com/d/msg/information-ontology/GBxvYZCk1oc/-L6B5fSBBTQJ).
        
Editor note:
        information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).

Previous. An information content entity is a non-realizable information entity that 'is encoded in' some digital or physical entity.";
OEO_00140138;generation time series;A time series is a data set that references to a set of time steps or zero-dimensional temporal regions.;
OEO_00140139;yield profile;A generation time series is a time series that describes the specific electricity generation of a particular power plant.;
OEO_00140140;demand trader;A trader is a market participant that engages in the transfer of financial assets in any financial market on behalf of a client or a financial services provider.;
OEO_00140141;merit order;"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.
        
Editor note:
        2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.
        
Editor note:
        2014-03-31: A plan specification can have other parts, such as conditional specifications.
        
Editor note:
        2022-01-16 Updated definition to that proposed by Clint Dowloand, IAO Issue 231.
        
Editor note:
        Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved";
OEO_00140143;direct marketer;A trader is a market participant that engages in the transfer of financial assets in any financial market on behalf of a client or a financial services provider.;
OEO_00140144;full load hours;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00140146;energy demand;A demand is a realizable entity that is characterised by a person, organisation or object needing it for a specific purpose.;
OEO_00140149;transformative measure;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00140150;policy;"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.
        
Editor note:
        2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.
        
Editor note:
        2014-03-31: A plan specification can have other parts, such as conditional specifications.
        
Editor note:
        2022-01-16 Updated definition to that proposed by Clint Dowloand, IAO Issue 231.
        
Editor note:
        Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved";
OEO_00140151;policy instrument;A directive information entity that describes an action the bearer will take.;
OEO_00140159;hydrocarbon;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00140160;syngas;A gas mixture is a portion of matter that is a composition of different kinds of portions of matter and that has a gaseous normal state of matter.;
OEO_00140161;cooperative programming;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00140162;power plant with electro motive generator;A power plant is an energy transformation unit consisting of power generating units and a grid component that feeds electric energy into an electric grid.;
OEO_00140167;uncertainty approach;A model descriptor is an information content entity that contains information about some model.;
OEO_00140171;email address;"A generically dependent continuant that is about some thing.
        
Editor note:
        2014-03-10: The use of ""thing"" is intended to be general enough to include universals and configurations (see https://groups.google.com/d/msg/information-ontology/GBxvYZCk1oc/-L6B5fSBBTQJ).
        
Editor note:
        information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).

Previous. An information content entity is a non-realizable information entity that 'is encoded in' some digital or physical entity.";
OEO_00160001;frequency control;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00160002;primary control;Frequency control is a process that regulates the electricity output of an artificial object to maintain the equilibrium between electricity supply and demand.;
OEO_00160003;secondary control;Frequency control is a process that regulates the electricity output of an artificial object to maintain the equilibrium between electricity supply and demand.;
OEO_00160004;tertiary control;Frequency control is a process that regulates the electricity output of an artificial object to maintain the equilibrium between electricity supply and demand.;
OEO_00160005;fuel cost;A variable cost is a cost that depends on an amount of goods or services.;
OEO_00160006;market share;"A market share is a quality of a market exchange which quantifies the proportion a good to the total amount of goods traded in that market exchange.






Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00160007;market share value;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00230000;energy storage capacity;A maximum value is a quantity value that represents the upper limit of an artificial object or process to contain or transform another entity.;
OEO_00230001;power rating;A maximum value is a quantity value that represents the upper limit of an artificial object or process to contain or transform another entity.;
OEO_00230002;declared net capacity;A power capacity is a power rating of a generator or power generating unit to generate power.;
OEO_00230003;nameplate capacity;A power capacity is a power rating of a generator or power generating unit to generate power.;
OEO_00230013;population;"The working age population is the population of people aged 15 to 65.
        








Back to the super classes:




        object aggregate
      


          view
        




Editor note:
        An entity a is an object aggregate if and only if there is a mutually exhaustive and pairwise disjoint partition of a into objects 
        
Editor note:
        BFO 2 Reference: object aggregates may gain and lose parts while remaining numerically identical (one and the same individual) over time. This holds both for aggregates whose membership is determined naturally (the aggregate of cells in your body) and aggregates determined by fiat (a baseball team, a congressional committee).";
OEO_00230014;urban population;A population is an aggregate of people in a spatial region.;
OEO_00230015;rural population;A population is an aggregate of people in a spatial region.;
OEO_00230016;labour force;A population is an aggregate of people in a spatial region.;
OEO_00230017;working age population;A population is an aggregate of people in a spatial region.;
OEO_00230020;kinetic energy;Energy is a quality of material entities which manifests as a capacity to perform work (such as causing motion or the interaction of molecules);
OEO_00230021;photon;"An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.
        
Editor note:
        BFO 2 Reference: Material entities (continuants) can preserve their identity even while gaining and losing material parts. Continuants are contrasted with occurrents, which unfold themselves in successive temporal parts or phases [60
        
Editor note:
        BFO 2 Reference: Object, Fiat Object Part and Object Aggregate are not intended to be exhaustive of Material Entity. Users are invited to propose new subcategories of Material Entity.
        
Editor note:
        BFO 2 Reference: ‘Matter’ is intended to encompass both mass and energy (we will address the ontological treatment of portions of energy in a later version of BFO). A portion of matter is anything that includes elementary particles among its proper or improper parts: quarks and leptons, including electrons, as the smallest particles thus far discovered; baryons (including protons and neutrons) at a higher level of granularity; atoms and molecules at still higher levels, forming the cells, organs, organisms and other material entities studied by biologists, the portions of rock studied by geologists, the fossils studied by paleontologists, and so on.Material entities are three-dimensional entities (entities extended in three spatial dimensions), as contrasted with the processes in which they participate, which are four-dimensional entities (entities extended also along the dimension of time).According to the FMA, material entities may have immaterial entities as parts – including the entities identified below as sites; for example the interior (or ‘lumen’) of your small intestine is a part of your body. BFO 2.0 embodies a decision to follow the FMA here.";
OEO_00240000;rotational energy;Kinetic energy is the energy that a material entity possesses due to its motion. It is defined as the work needed to accelerate a body of a given mass from rest to a stated velocity.;
OEO_00240003;production;A transformation is a process that transforms one or more inputs into at least one output.;
OEO_00240004;objective variable;A variable is an information content entity that represents a changeable value, vector, matrix or function within a mathematical expression.;
OEO_00240009;combined heat and power generation process;Energy transformation is a transformation in which one or more certain types of energy as input result in certain types of energy as output.;
OEO_00240010;combined heat and power generating unit;An energy transformation unit is an artificial object that transforms, changes or transfers a certain type of energy.;
OEO_00240011;combined heat and power plant;An energy transformation unit is an artificial object that transforms, changes or transfers a certain type of energy.;
OEO_00240012;gross electricity generation;A process attribute is a dependent occurrent that existentially depends on a process.;
OEO_00240013;net electricity generation;A process attribute is a dependent occurrent that existentially depends on a process.;
OEO_00240014;electricity generation process;Energy transformation is a transformation in which one or more certain types of energy as input result in certain types of energy as output.;
OEO_00240015;liquid air production;Production is the transformation process of combining various inputs in order to create an output that is a good.;
OEO_00240016;net capacity factor;A utilisation value is a fraction value that describes the instantaneous share of a maximum value that is utilised.;
OEO_00240018;gross national electricity consumption value;An energy consumption value is an energy amount value that measures the energy consumption over a time span.;
OEO_00240019;energy consumption value;An energy value is a quantity value that has an energy unit as unit.;
OEO_00240021;discount rate;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00240022;protected area;A region of relevance is a spatial region that is used in a study or analysis, or is part of spatial planning.;
OEO_00240024;energy service demand;A demand is a realizable entity that is characterised by a person, organisation or object needing it for a specific purpose.;
OEO_00240026;manufactured material;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240027;chemical substance;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240028;paper;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240029;cement;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240030;mineral;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240031;non-metallic mineral;A mineral is a portion of matter that is normally crystalline formed.;
OEO_00240032;metal;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00240034;steel;A metal is a portion of matter consisting of an atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity.;
OEO_00240035;non-ferrous metal;A metal is a portion of matter consisting of an atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity.;
OEO_00240036;import price;A monetary value is a quantity value that states the amount of money specified in monetary units.;
OEO_00240037;export price;A monetary value is a quantity value that states the amount of money specified in monetary units.;
OEO_00240038;personal living space;A space requirement is a two-dimensional spatial region that covers the area needed by an object or object aggregate.;
OEO_00260001;ramping;A process attribute is a dependent occurrent that existentially depends on a process.;
OEO_00260002;start-up speed;Start-up speed is ramping during a cold start.;
OEO_00260003;cold start;A cold start is a process in which an energy transformation unit is started-up after a period of inactivity.;
OEO_00260007;CO2 emission;emission is a process releasing by-products from human activity (e.g. production, distribution or consumption) into the environment.;
OEO_00260008;CO2 emission rate;A greenhouse gas emission rate is an emission rate that describes the output of a greenhouse gas emission process.;
OEO_00280000;data file format;A data format is a data descriptor that specifies the structure in which the data item is encoded.;
OEO_00280001;text file format;A file format is a data format that describes how data is structured in a file.;
OEO_00280002;delimiter separated file format;A text file format is a file format that is structured as a sequence of lines of electronic text.;
OEO_00280003;comma separated file format;A delimiter separated file format is a text file format that uses delimiter-separated values (also DSV) to store two-dimensional arrays of data by separating the values in each row with specific delimiter characters.;
OEO_00280004;binary file format;A file format is a data format that describes how data is structured in a file.;
OEO_00280005;source code file format;A text file format is a file format that is structured as a sequence of lines of electronic text.;
OEO_00290000;potential;A maximum value is a quantity value that represents the upper limit of an artificial object or process to contain or transform another entity.;
OEO_00290001;slope;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00290002;surface azimuth angle;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00310000;data center;An artificial object is an object that was deliberately manufactured by humans to address a particular purpose.;
OEO_00310001;sewage plant;An artificial object is an object that was deliberately manufactured by humans to address a particular purpose.;
OEO_00310004;industrial waste thermal energy;Waste thermal energy is thermal energy that is the physical output of an energy transformation process and that is released into the environment unused.;
OEO_00310005;recovered heat;Thermal energy is the energy that a material entity contains in the undirected motion of its constituent parts (e.g. molecules and atoms).;
OEO_00310006;aerothermal energy;Natural ambient thermal energy is ambient thermal energy that has a renewable origin.;
OEO_00310008;heat generating unit;An energy transformation unit is an artificial object that transforms, changes or transfers a certain type of energy.;
OEO_00310009;rotary heat exchanger;A heat exchanger is an energy converting component that is used for a heat transfer process.;
OEO_00310010;plate heat exchanger;A heat exchanger is an energy converting component that is used for a heat transfer process.;
OEO_00310011;heat plant;An energy transformation unit is an artificial object that transforms, changes or transfers a certain type of energy.;
OEO_00310012;heat transfer unit;A heat generating unit is an energy transformation unit that has the function to produce thermal energy.;
OEO_00310013;boiler;A heater is an energy converting component that converts other forms of energy into useful heat.;
OEO_00310014;combustion-based heater;A heater is an energy converting component that converts other forms of energy into useful heat.;
OEO_00310015;electrical heater;A heater is an energy converting component that converts other forms of energy into useful heat.;
OEO_00310017;geothermal heat unit;A heat transfer unit is a heat generating unit that contains a heat exchanger and not a heater.;
OEO_00310018;geothermal heat plant;A heat plant is an energy transformation unit consisting of heat generating units and a grid component that feeds thermal energy into a heating grid.;
OEO_00310021;tube collector;A solar thermal collector is a heater that converts solar energy to solar thermal energy.;
OEO_00310022;flat-plate collector;A solar thermal collector is a heater that converts solar energy to solar thermal energy.;
OEO_00310025;combined cycle electricity generation process;A fuel-powered electricity generation process is an electricity generation process that converts chemical energy from a combustion fuel to electrical energy. It causes some emission.;
OEO_00310027;gas turbine process;Energy transformation is a transformation in which one or more certain types of energy as input result in certain types of energy as output.;
OEO_00310028;steam power unit;A power generating unit is an energy transformation unit that has the function to produce electrical energy.;
OEO_00310032;thermo-chemical heat storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00310033;chemical heat storage object;A thermo-chemical heat storage object (TCS) is a thermal energy storage object that stores thermal energy through reversible exotherm/endotherm chemical reaction with thermo-chemical materials (TCM).;
OEO_00310034;sorption heat storage object;A thermo-chemical heat storage object (TCS) is a thermal energy storage object that stores thermal energy through reversible exotherm/endotherm chemical reaction with thermo-chemical materials (TCM).;
OEO_00310035;adsorption;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00310036;desorption;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00310037;sensible heat storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00310038;sensible fluid heat storage object;A sensible heat storage object is a thermal energy storage object that stores thermal energy through temperature changes in some medium.;
OEO_00310039;sensible solid heat storage object;A sensible heat storage object is a thermal energy storage object that stores thermal energy through temperature changes in some medium.;
OEO_00310040;phase transition;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00310041;evaporation;A phase transition is a transformation of a medium from a solid, liquid, or gas state to a different state.;
OEO_00310042;melting;A phase transition is a transformation of a medium from a solid, liquid, or gas state to a different state.;
OEO_00310043;latent heat storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00310044;latent solid-fluid heat storage object;A latent heat storage object (LHS) is a thermal energy storage object that stores thermal energy through phase transitions in phase-change materials (PCM).;
OEO_00310045;latent fluid-gaseous heat storage object;A latent heat storage object (LHS) is a thermal energy storage object that stores thermal energy through phase transitions in phase-change materials (PCM).;
OEO_00310047;solar heat plant;A heat plant is an energy transformation unit consisting of heat generating units and a grid component that feeds thermal energy into a heating grid.;
OEO_00310048;solar heat unit;A heat generating unit is an energy transformation unit that has the function to produce thermal energy.;
OEO_00320000;transport performance value;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00320001;transport performance unit;"""A unit of measurement is a standardized quantity of a physical quality."" [Wikipedia:Wikipedia]";
OEO_00320002;passenger-kilometre;A transport performance unit is a unit of measurement for the accumulated transport distance of a number of people and/or amount of goods.;
OEO_00320003;ton-kilometre;A transport performance unit is a unit of measurement for the accumulated transport distance of a number of people and/or amount of goods.;
OEO_00320004;gas vehicle;An internal combustion vehicle is a vehicle that uses an internal combustion engine for propulsion.;
OEO_00320005;liquefied petroleum gas vehicle;A gas vehicle is an internal combustion vehicle that has only a gas engine as a motor for propulsion.;
OEO_00320006;compressed gas vehicle;A gas vehicle is an internal combustion vehicle that has only a gas engine as a motor for propulsion.;
OEO_00320007;liquefied natural gas vehicle;A gas vehicle is an internal combustion vehicle that has only a gas engine as a motor for propulsion.;
OEO_00320008;gas engine;An internal combustion engine is a motor that converts chemical energy into kinetic energy using a cyclic combustion process.;
OEO_00320009;compressed gas engine;A gas engine is an internal combustion engine that uses a gaseous combustion fuel.;
OEO_00320010;compressed gas fuel role;A fuel role is a role of a portion of matter that has the disposition to be an energy carrier and is used in a process that releases the carried energy by transforming the portion of matter into a different kind of portion of matter in a way that releases heat or does work.;
OEO_00320011;liquefied petroleum gas;A gas mixture is a portion of matter that is a composition of different kinds of portions of matter and that has a gaseous normal state of matter.;
OEO_00320012;compressed natural gas;Natural gas is a gas mixture occurring in underground deposits, whether liquefied or gaseous, and consisting mainly of methane.;
OEO_00320013;compressed biomethane;Biomethane is a gas mixture produced from biogas by removing carbon dioxide. It consists mainly of methane and can be used as fuel.;
OEO_00320014;compressed synthetic methane;Synthetic methane is methane that has a synthetic origin.;
OEO_00320015;compressed gas fuel;A combustion fuel is a fuel that realises its fuel role in processes that release energy in the form of heat or work by chemical reaction with other substances.;
OEO_00320016;transport network;A supply system is a system that connects producers and consumers.;
OEO_00320017;road network;A transport network is a supply system of transport network components that enables the transport of people and/or goods.;
OEO_00320018;rail network;A transport network is a supply system of transport network components that enables the transport of people and/or goods.;
OEO_00320019;waterway network;A transport network is a supply system of transport network components that enables the transport of people and/or goods.;
OEO_00320020;aviation network;A transport network is a supply system of transport network components that enables the transport of people and/or goods.;
OEO_00320021;transport network component;An artificial object is an object that was deliberately manufactured by humans to address a particular purpose.;
OEO_00320022;road;A transport network component is an artificial object that is part of a transport network.;
OEO_00320023;bridge;A transport network component is an artificial object that is part of a transport network.;
OEO_00320024;tunnel;A transport network component is an artificial object that is part of a transport network.;
OEO_00320025;railway;A transport network component is an artificial object that is part of a transport network.;
OEO_00320026;canal;A transport network component is an artificial object that is part of a transport network.;
OEO_00320027;transport hub;A transport network component is an artificial object that is part of a transport network.;
OEO_00320028;train station;A transport hub is a transport network component that allows the exchange of people and/or goods.;
OEO_00320029;freight train station;A train station is a transport hub for trains.;
OEO_00320030;passenger train station;A train station is a transport hub for trains.;
OEO_00320031;bus station;A transport hub is a transport network component that allows the exchange of people and/or goods.;
